"sim" "time" "unit" "par_set"
57 0.1638663 "mins" "params_EndSize0d1Carring_passenger"
58 0.1344425 "mins" "params_EndSize0d1Carring_passenger"
59 0.1124602 "mins" "params_EndSize0d1Carring_passenger"
60 0.1385433 "mins" "params_EndSize0d1Carring_passenger"
61 0.09136283 "mins" "params_EndSize0d1Carring_passenger"
62 0.1189966 "mins" "params_EndSize0d1Carring_passenger"
63 0.1243473 "mins" "params_EndSize0d1Carring_passenger"
64 0.1369023 "mins" "params_EndSize0d1Carring_passenger"
65 0.1261616 "mins" "params_EndSize0d1Carring_passenger"
66 0.1072296 "mins" "params_EndSize0d1Carring_passenger"
67 0.08356799 "mins" "params_EndSize0d1Carring_passenger"
68 0.1216153 "mins" "params_EndSize0d1Carring_passenger"
69 0.09016203 "mins" "params_EndSize0d1Carring_passenger"
70 0.08929675 "mins" "params_EndSize0d1Carring_passenger"
71 0.08554217 "mins" "params_EndSize0d1Carring_passenger"
72 0.07412277 "mins" "params_EndSize0d1Carring_passenger"
73 0.1058855 "mins" "params_EndSize0d1Carring_passenger"
74 0.1115556 "mins" "params_EndSize0d1Carring_passenger"
75 0.1570215 "mins" "params_EndSize0d1Carring_passenger"
76 0.1012579 "mins" "params_EndSize0d1Carring_passenger"
77 0.09684432 "mins" "params_EndSize0d1Carring_passenger"
78 0.1190608 "mins" "params_EndSize0d1Carring_passenger"
79 0.106509 "mins" "params_EndSize0d1Carring_passenger"
80 0.1861872 "mins" "params_EndSize0d1Carring_passenger"
81 0.09497339 "mins" "params_EndSize0d1Carring_passenger"
82 0.1261815 "mins" "params_EndSize0d1Carring_passenger"
83 0.1021821 "mins" "params_EndSize0d1Carring_passenger"
84 0.1116808 "mins" "params_EndSize0d1Carring_passenger"
85 0.1007744 "mins" "params_EndSize0d1Carring_passenger"
86 0.1002615 "mins" "params_EndSize0d1Carring_passenger"
87 0.1366849 "mins" "params_EndSize0d1Carring_passenger"
88 0.1056091 "mins" "params_EndSize0d1Carring_passenger"
89 0.1039876 "mins" "params_EndSize0d1Carring_passenger"
90 0.120279 "mins" "params_EndSize0d1Carring_passenger"
91 0.1127453 "mins" "params_EndSize0d1Carring_passenger"
92 0.1497482 "mins" "params_EndSize0d1Carring_passenger"
93 0.109333 "mins" "params_EndSize0d1Carring_passenger"
94 0.1299883 "mins" "params_EndSize0d1Carring_passenger"
95 0.08957453 "mins" "params_EndSize0d1Carring_passenger"
96 0.08979334 "mins" "params_EndSize0d1Carring_passenger"
97 0.1009771 "mins" "params_EndSize0d1Carring_passenger"
98 0.1451413 "mins" "params_EndSize0d1Carring_passenger"
99 0.1400795 "mins" "params_EndSize0d1Carring_passenger"
100 0.08885367 "mins" "params_EndSize0d1Carring_passenger"
1 0.1197043 "mins" "params_EndSize0d1Carring_space_1e+06"
2 0.09852902 "mins" "params_EndSize0d1Carring_space_1e+06"
3 0.1714602 "mins" "params_EndSize0d1Carring_space_1e+06"
4 0.1643778 "mins" "params_EndSize0d1Carring_space_1e+06"
5 0.1160871 "mins" "params_EndSize0d1Carring_space_1e+06"
6 0.1543014 "mins" "params_EndSize0d1Carring_space_1e+06"
7 0.1233279 "mins" "params_EndSize0d1Carring_space_1e+06"
8 0.1321049 "mins" "params_EndSize0d1Carring_space_1e+06"
9 0.1092636 "mins" "params_EndSize0d1Carring_space_1e+06"
10 0.1057523 "mins" "params_EndSize0d1Carring_space_1e+06"
11 0.2556817 "mins" "params_EndSize0d1Carring_space_1e+06"
12 0.09716144 "mins" "params_EndSize0d1Carring_space_1e+06"
13 0.1205028 "mins" "params_EndSize0d1Carring_space_1e+06"
14 0.1254359 "mins" "params_EndSize0d1Carring_space_1e+06"
15 0.1293566 "mins" "params_EndSize0d1Carring_space_1e+06"
16 0.1244985 "mins" "params_EndSize0d1Carring_space_1e+06"
17 0.1151205 "mins" "params_EndSize0d1Carring_space_1e+06"
18 0.1538965 "mins" "params_EndSize0d1Carring_space_1e+06"
19 0.1129093 "mins" "params_EndSize0d1Carring_space_1e+06"
20 0.1576404 "mins" "params_EndSize0d1Carring_space_1e+06"
21 0.08419905 "mins" "params_EndSize0d1Carring_space_1e+06"
22 0.08669859 "mins" "params_EndSize0d1Carring_space_1e+06"
23 0.08920351 "mins" "params_EndSize0d1Carring_space_1e+06"
24 0.1433838 "mins" "params_EndSize0d1Carring_space_1e+06"
25 0.07657596 "mins" "params_EndSize0d1Carring_space_1e+06"
26 0.1095787 "mins" "params_EndSize0d1Carring_space_1e+06"
27 0.1080512 "mins" "params_EndSize0d1Carring_space_1e+06"
28 0.138215 "mins" "params_EndSize0d1Carring_space_1e+06"
29 0.1077701 "mins" "params_EndSize0d1Carring_space_1e+06"
30 0.1225539 "mins" "params_EndSize0d1Carring_space_1e+06"
31 0.0822801 "mins" "params_EndSize0d1Carring_space_1e+06"
32 0.1038033 "mins" "params_EndSize0d1Carring_space_1e+06"
33 0.09417921 "mins" "params_EndSize0d1Carring_space_1e+06"
34 0.09673589 "mins" "params_EndSize0d1Carring_space_1e+06"
35 0.1572141 "mins" "params_EndSize0d1Carring_space_1e+06"
36 0.091529 "mins" "params_EndSize0d1Carring_space_1e+06"
37 0.1363171 "mins" "params_EndSize0d1Carring_space_1e+06"
38 0.09319862 "mins" "params_EndSize0d1Carring_space_1e+06"
39 0.1069214 "mins" "params_EndSize0d1Carring_space_1e+06"
40 0.1420964 "mins" "params_EndSize0d1Carring_space_1e+06"
41 0.229543 "mins" "params_EndSize0d1Carring_space_1e+06"
42 0.08642534 "mins" "params_EndSize0d1Carring_space_1e+06"
43 0.1027686 "mins" "params_EndSize0d1Carring_space_1e+06"
44 0.1253408 "mins" "params_EndSize0d1Carring_space_1e+06"
45 0.1226419 "mins" "params_EndSize0d1Carring_space_1e+06"
46 0.1525473 "mins" "params_EndSize0d1Carring_space_1e+06"
47 0.2420589 "mins" "params_EndSize0d1Carring_space_1e+06"
48 0.1339882 "mins" "params_EndSize0d1Carring_space_1e+06"
49 0.1563481 "mins" "params_EndSize0d1Carring_space_1e+06"
50 0.0850252 "mins" "params_EndSize0d1Carring_space_1e+06"
51 0.1007029 "mins" "params_EndSize0d1Carring_space_1e+06"
52 0.09450968 "mins" "params_EndSize0d1Carring_space_1e+06"
53 0.133317 "mins" "params_EndSize0d1Carring_space_1e+06"
54 0.1231848 "mins" "params_EndSize0d1Carring_space_1e+06"
55 0.1357817 "mins" "params_EndSize0d1Carring_space_1e+06"
56 0.09339359 "mins" "params_EndSize0d1Carring_space_1e+06"
57 0.1028251 "mins" "params_EndSize0d1Carring_space_1e+06"
58 0.1131757 "mins" "params_EndSize0d1Carring_space_1e+06"
59 0.1372976 "mins" "params_EndSize0d1Carring_space_1e+06"
60 0.08738271 "mins" "params_EndSize0d1Carring_space_1e+06"
61 0.1469262 "mins" "params_EndSize0d1Carring_space_1e+06"
62 0.1700467 "mins" "params_EndSize0d1Carring_space_1e+06"
63 0.1185051 "mins" "params_EndSize0d1Carring_space_1e+06"
64 0.1010658 "mins" "params_EndSize0d1Carring_space_1e+06"
65 0.1003163 "mins" "params_EndSize0d1Carring_space_1e+06"
66 0.1640883 "mins" "params_EndSize0d1Carring_space_1e+06"
67 0.07825938 "mins" "params_EndSize0d1Carring_space_1e+06"
68 0.09839286 "mins" "params_EndSize0d1Carring_space_1e+06"
69 0.1005616 "mins" "params_EndSize0d1Carring_space_1e+06"
70 0.0997712 "mins" "params_EndSize0d1Carring_space_1e+06"
71 0.08650731 "mins" "params_EndSize0d1Carring_space_1e+06"
72 0.1062361 "mins" "params_EndSize0d1Carring_space_1e+06"
73 0.09908462 "mins" "params_EndSize0d1Carring_space_1e+06"
74 0.1327181 "mins" "params_EndSize0d1Carring_space_1e+06"
75 0.1197604 "mins" "params_EndSize0d1Carring_space_1e+06"
76 0.08856786 "mins" "params_EndSize0d1Carring_space_1e+06"
77 0.08708057 "mins" "params_EndSize0d1Carring_space_1e+06"
78 0.08896991 "mins" "params_EndSize0d1Carring_space_1e+06"
79 0.08197306 "mins" "params_EndSize0d1Carring_space_1e+06"
80 0.1025997 "mins" "params_EndSize0d1Carring_space_1e+06"
81 0.1195474 "mins" "params_EndSize0d1Carring_space_1e+06"
82 0.138609 "mins" "params_EndSize0d1Carring_space_1e+06"
83 0.144454 "mins" "params_EndSize0d1Carring_space_1e+06"
84 0.08063469 "mins" "params_EndSize0d1Carring_space_1e+06"
85 0.09394044 "mins" "params_EndSize0d1Carring_space_1e+06"
86 0.09705091 "mins" "params_EndSize0d1Carring_space_1e+06"
87 0.1215863 "mins" "params_EndSize0d1Carring_space_1e+06"
88 0.09383295 "mins" "params_EndSize0d1Carring_space_1e+06"
89 0.07400697 "mins" "params_EndSize0d1Carring_space_1e+06"
90 0.1530379 "mins" "params_EndSize0d1Carring_space_1e+06"
91 0.1210056 "mins" "params_EndSize0d1Carring_space_1e+06"
92 0.1116289 "mins" "params_EndSize0d1Carring_space_1e+06"
93 0.1191693 "mins" "params_EndSize0d1Carring_space_1e+06"
94 0.1103091 "mins" "params_EndSize0d1Carring_space_1e+06"
95 0.09650705 "mins" "params_EndSize0d1Carring_space_1e+06"
96 0.1083604 "mins" "params_EndSize0d1Carring_space_1e+06"
97 0.09473882 "mins" "params_EndSize0d1Carring_space_1e+06"
98 0.1290058 "mins" "params_EndSize0d1Carring_space_1e+06"
99 0.139708 "mins" "params_EndSize0d1Carring_space_1e+06"
100 0.08543806 "mins" "params_EndSize0d1Carring_space_1e+06"
1 0.09467762 "mins" "params_EndSize0d1Carring_space_1e+07"
2 0.1461877 "mins" "params_EndSize0d1Carring_space_1e+07"
3 0.2164469 "mins" "params_EndSize0d1Carring_space_1e+07"
4 0.1000023 "mins" "params_EndSize0d1Carring_space_1e+07"
5 0.1048393 "mins" "params_EndSize0d1Carring_space_1e+07"
6 0.1661903 "mins" "params_EndSize0d1Carring_space_1e+07"
7 0.0889508 "mins" "params_EndSize0d1Carring_space_1e+07"
8 0.124742 "mins" "params_EndSize0d1Carring_space_1e+07"
9 0.1157219 "mins" "params_EndSize0d1Carring_space_1e+07"
10 0.1109781 "mins" "params_EndSize0d1Carring_space_1e+07"
11 0.1046655 "mins" "params_EndSize0d1Carring_space_1e+07"
12 0.1503466 "mins" "params_EndSize0d1Carring_space_1e+07"
13 0.1285408 "mins" "params_EndSize0d1Carring_space_1e+07"
14 0.1129485 "mins" "params_EndSize0d1Carring_space_1e+07"
15 0.1364461 "mins" "params_EndSize0d1Carring_space_1e+07"
16 0.08641531 "mins" "params_EndSize0d1Carring_space_1e+07"
17 0.1381829 "mins" "params_EndSize0d1Carring_space_1e+07"
18 0.1813354 "mins" "params_EndSize0d1Carring_space_1e+07"
19 0.1054416 "mins" "params_EndSize0d1Carring_space_1e+07"
20 0.08293253 "mins" "params_EndSize0d1Carring_space_1e+07"
21 0.1540653 "mins" "params_EndSize0d1Carring_space_1e+07"
22 0.107307 "mins" "params_EndSize0d1Carring_space_1e+07"
23 0.1220728 "mins" "params_EndSize0d1Carring_space_1e+07"
24 0.1237356 "mins" "params_EndSize0d1Carring_space_1e+07"
25 0.1815031 "mins" "params_EndSize0d1Carring_space_1e+07"
26 0.1201198 "mins" "params_EndSize0d1Carring_space_1e+07"
27 0.1002509 "mins" "params_EndSize0d1Carring_space_1e+07"
28 0.1782649 "mins" "params_EndSize0d1Carring_space_1e+07"
29 0.1074209 "mins" "params_EndSize0d1Carring_space_1e+07"
30 0.1558921 "mins" "params_EndSize0d1Carring_space_1e+07"
31 0.1330891 "mins" "params_EndSize0d1Carring_space_1e+07"
32 0.1483898 "mins" "params_EndSize0d1Carring_space_1e+07"
33 0.1259665 "mins" "params_EndSize0d1Carring_space_1e+07"
34 0.1509366 "mins" "params_EndSize0d1Carring_space_1e+07"
35 0.1036661 "mins" "params_EndSize0d1Carring_space_1e+07"
36 0.113877 "mins" "params_EndSize0d1Carring_space_1e+07"
37 0.103448 "mins" "params_EndSize0d1Carring_space_1e+07"
38 0.1188856 "mins" "params_EndSize0d1Carring_space_1e+07"
39 0.1388954 "mins" "params_EndSize0d1Carring_space_1e+07"
40 0.3022281 "mins" "params_EndSize0d1Carring_space_1e+07"
41 0.1203794 "mins" "params_EndSize0d1Carring_space_1e+07"
42 0.1846111 "mins" "params_EndSize0d1Carring_space_1e+07"
43 0.08182114 "mins" "params_EndSize0d1Carring_space_1e+07"
44 0.09587633 "mins" "params_EndSize0d1Carring_space_1e+07"
45 0.1261153 "mins" "params_EndSize0d1Carring_space_1e+07"
46 0.1023119 "mins" "params_EndSize0d1Carring_space_1e+07"
47 0.1273928 "mins" "params_EndSize0d1Carring_space_1e+07"
48 0.1049266 "mins" "params_EndSize0d1Carring_space_1e+07"
49 0.1120112 "mins" "params_EndSize0d1Carring_space_1e+07"
50 0.08486429 "mins" "params_EndSize0d1Carring_space_1e+07"
51 0.1031303 "mins" "params_EndSize0d1Carring_space_1e+07"
52 0.1009713 "mins" "params_EndSize0d1Carring_space_1e+07"
53 0.0882231 "mins" "params_EndSize0d1Carring_space_1e+07"
54 0.1305884 "mins" "params_EndSize0d1Carring_space_1e+07"
55 0.1106445 "mins" "params_EndSize0d1Carring_space_1e+07"
56 0.1267288 "mins" "params_EndSize0d1Carring_space_1e+07"
57 0.1873561 "mins" "params_EndSize0d1Carring_space_1e+07"
58 0.2031577 "mins" "params_EndSize0d1Carring_space_1e+07"
59 0.1261932 "mins" "params_EndSize0d1Carring_space_1e+07"
60 0.1353407 "mins" "params_EndSize0d1Carring_space_1e+07"
61 0.1365825 "mins" "params_EndSize0d1Carring_space_1e+07"
62 0.1278326 "mins" "params_EndSize0d1Carring_space_1e+07"
63 0.1843607 "mins" "params_EndSize0d1Carring_space_1e+07"
64 0.129717 "mins" "params_EndSize0d1Carring_space_1e+07"
65 0.1524147 "mins" "params_EndSize0d1Carring_space_1e+07"
66 0.1056825 "mins" "params_EndSize0d1Carring_space_1e+07"
67 0.1173803 "mins" "params_EndSize0d1Carring_space_1e+07"
68 0.1040723 "mins" "params_EndSize0d1Carring_space_1e+07"
69 0.107007 "mins" "params_EndSize0d1Carring_space_1e+07"
70 0.1284667 "mins" "params_EndSize0d1Carring_space_1e+07"
71 0.1038351 "mins" "params_EndSize0d1Carring_space_1e+07"
72 0.09483752 "mins" "params_EndSize0d1Carring_space_1e+07"
73 0.09316782 "mins" "params_EndSize0d1Carring_space_1e+07"
74 0.08045115 "mins" "params_EndSize0d1Carring_space_1e+07"
75 0.1116484 "mins" "params_EndSize0d1Carring_space_1e+07"
76 0.1331511 "mins" "params_EndSize0d1Carring_space_1e+07"
77 0.1247221 "mins" "params_EndSize0d1Carring_space_1e+07"
78 0.1690506 "mins" "params_EndSize0d1Carring_space_1e+07"
79 0.1116441 "mins" "params_EndSize0d1Carring_space_1e+07"
80 0.08608426 "mins" "params_EndSize0d1Carring_space_1e+07"
81 0.10789 "mins" "params_EndSize0d1Carring_space_1e+07"
82 0.1098687 "mins" "params_EndSize0d1Carring_space_1e+07"
83 0.1228655 "mins" "params_EndSize0d1Carring_space_1e+07"
84 0.1046845 "mins" "params_EndSize0d1Carring_space_1e+07"
85 0.1801784 "mins" "params_EndSize0d1Carring_space_1e+07"
86 0.1527414 "mins" "params_EndSize0d1Carring_space_1e+07"
87 0.142027 "mins" "params_EndSize0d1Carring_space_1e+07"
88 0.08100719 "mins" "params_EndSize0d1Carring_space_1e+07"
89 0.1171188 "mins" "params_EndSize0d1Carring_space_1e+07"
90 0.08226821 "mins" "params_EndSize0d1Carring_space_1e+07"
91 0.08880994 "mins" "params_EndSize0d1Carring_space_1e+07"
92 0.120601 "mins" "params_EndSize0d1Carring_space_1e+07"
93 0.162358 "mins" "params_EndSize0d1Carring_space_1e+07"
94 0.1000956 "mins" "params_EndSize0d1Carring_space_1e+07"
95 0.1633004 "mins" "params_EndSize0d1Carring_space_1e+07"
96 0.1278051 "mins" "params_EndSize0d1Carring_space_1e+07"
97 0.1413757 "mins" "params_EndSize0d1Carring_space_1e+07"
98 0.09438243 "mins" "params_EndSize0d1Carring_space_1e+07"
99 0.09679209 "mins" "params_EndSize0d1Carring_space_1e+07"
100 0.1341381 "mins" "params_EndSize0d1Carring_space_1e+07"
1 0.09993657 "mins" "params_EndSize0d1Carring_space_2e+06"
2 0.1059358 "mins" "params_EndSize0d1Carring_space_2e+06"
3 0.1066424 "mins" "params_EndSize0d1Carring_space_2e+06"
4 0.1134464 "mins" "params_EndSize0d1Carring_space_2e+06"
5 0.07225774 "mins" "params_EndSize0d1Carring_space_2e+06"
6 0.1343774 "mins" "params_EndSize0d1Carring_space_2e+06"
7 0.105192 "mins" "params_EndSize0d1Carring_space_2e+06"
8 0.08715616 "mins" "params_EndSize0d1Carring_space_2e+06"
9 0.08029794 "mins" "params_EndSize0d1Carring_space_2e+06"
10 0.147595 "mins" "params_EndSize0d1Carring_space_2e+06"
11 0.07538541 "mins" "params_EndSize0d1Carring_space_2e+06"
12 0.0903054 "mins" "params_EndSize0d1Carring_space_2e+06"
13 0.1143165 "mins" "params_EndSize0d1Carring_space_2e+06"
14 0.1115559 "mins" "params_EndSize0d1Carring_space_2e+06"
15 0.150786 "mins" "params_EndSize0d1Carring_space_2e+06"
16 0.1189298 "mins" "params_EndSize0d1Carring_space_2e+06"
17 0.1135709 "mins" "params_EndSize0d1Carring_space_2e+06"
18 0.1331787 "mins" "params_EndSize0d1Carring_space_2e+06"
19 0.1022508 "mins" "params_EndSize0d1Carring_space_2e+06"
20 0.09195393 "mins" "params_EndSize0d1Carring_space_2e+06"
21 0.1079794 "mins" "params_EndSize0d1Carring_space_2e+06"
22 0.1138651 "mins" "params_EndSize0d1Carring_space_2e+06"
23 0.1081915 "mins" "params_EndSize0d1Carring_space_2e+06"
24 0.1313732 "mins" "params_EndSize0d1Carring_space_2e+06"
25 0.1265625 "mins" "params_EndSize0d1Carring_space_2e+06"
26 0.1816137 "mins" "params_EndSize0d1Carring_space_2e+06"
27 0.1860577 "mins" "params_EndSize0d1Carring_space_2e+06"
28 0.07647463 "mins" "params_EndSize0d1Carring_space_2e+06"
29 0.09568296 "mins" "params_EndSize0d1Carring_space_2e+06"
30 0.1316866 "mins" "params_EndSize0d1Carring_space_2e+06"
31 0.09281554 "mins" "params_EndSize0d1Carring_space_2e+06"
32 0.2010422 "mins" "params_EndSize0d1Carring_space_2e+06"
33 0.1139717 "mins" "params_EndSize0d1Carring_space_2e+06"
34 0.1474804 "mins" "params_EndSize0d1Carring_space_2e+06"
35 0.08244389 "mins" "params_EndSize0d1Carring_space_2e+06"
36 0.1342849 "mins" "params_EndSize0d1Carring_space_2e+06"
37 0.08665909 "mins" "params_EndSize0d1Carring_space_2e+06"
38 0.1309406 "mins" "params_EndSize0d1Carring_space_2e+06"
39 0.1146838 "mins" "params_EndSize0d1Carring_space_2e+06"
40 0.09740932 "mins" "params_EndSize0d1Carring_space_2e+06"
41 0.1097367 "mins" "params_EndSize0d1Carring_space_2e+06"
42 0.134831 "mins" "params_EndSize0d1Carring_space_2e+06"
43 0.1275164 "mins" "params_EndSize0d1Carring_space_2e+06"
44 0.1153407 "mins" "params_EndSize0d1Carring_space_2e+06"
45 0.149025 "mins" "params_EndSize0d1Carring_space_2e+06"
46 0.1350794 "mins" "params_EndSize0d1Carring_space_2e+06"
47 0.08761154 "mins" "params_EndSize0d1Carring_space_2e+06"
48 0.09752454 "mins" "params_EndSize0d1Carring_space_2e+06"
49 0.09314257 "mins" "params_EndSize0d1Carring_space_2e+06"
50 0.2403302 "mins" "params_EndSize0d1Carring_space_2e+06"
51 0.1061992 "mins" "params_EndSize0d1Carring_space_2e+06"
52 0.06975085 "mins" "params_EndSize0d1Carring_space_2e+06"
53 0.09184966 "mins" "params_EndSize0d1Carring_space_2e+06"
54 0.1544248 "mins" "params_EndSize0d1Carring_space_2e+06"
55 0.1105161 "mins" "params_EndSize0d1Carring_space_2e+06"
56 0.2291742 "mins" "params_EndSize0d1Carring_space_2e+06"
57 0.1350147 "mins" "params_EndSize0d1Carring_space_2e+06"
58 0.1362192 "mins" "params_EndSize0d1Carring_space_2e+06"
59 0.1240674 "mins" "params_EndSize0d1Carring_space_2e+06"
60 0.1288449 "mins" "params_EndSize0d1Carring_space_2e+06"
61 0.1133747 "mins" "params_EndSize0d1Carring_space_2e+06"
62 0.1288577 "mins" "params_EndSize0d1Carring_space_2e+06"
63 0.1246713 "mins" "params_EndSize0d1Carring_space_2e+06"
64 0.1016428 "mins" "params_EndSize0d1Carring_space_2e+06"
65 0.1023472 "mins" "params_EndSize0d1Carring_space_2e+06"
66 0.1082512 "mins" "params_EndSize0d1Carring_space_2e+06"
67 0.1071384 "mins" "params_EndSize0d1Carring_space_2e+06"
68 0.1050389 "mins" "params_EndSize0d1Carring_space_2e+06"
69 0.2072549 "mins" "params_EndSize0d1Carring_space_2e+06"
70 0.1059158 "mins" "params_EndSize0d1Carring_space_2e+06"
71 0.1151405 "mins" "params_EndSize0d1Carring_space_2e+06"
72 0.08490111 "mins" "params_EndSize0d1Carring_space_2e+06"
73 0.09064 "mins" "params_EndSize0d1Carring_space_2e+06"
74 0.1427116 "mins" "params_EndSize0d1Carring_space_2e+06"
75 0.1218008 "mins" "params_EndSize0d1Carring_space_2e+06"
76 0.08786864 "mins" "params_EndSize0d1Carring_space_2e+06"
77 0.2760338 "mins" "params_EndSize0d1Carring_space_2e+06"
78 0.1641918 "mins" "params_EndSize0d1Carring_space_2e+06"
79 0.1860543 "mins" "params_EndSize0d1Carring_space_2e+06"
80 0.1596989 "mins" "params_EndSize0d1Carring_space_2e+06"
81 0.09584441 "mins" "params_EndSize0d1Carring_space_2e+06"
82 0.09200557 "mins" "params_EndSize0d1Carring_space_2e+06"
83 0.1207025 "mins" "params_EndSize0d1Carring_space_2e+06"
84 0.1479995 "mins" "params_EndSize0d1Carring_space_2e+06"
85 0.08121876 "mins" "params_EndSize0d1Carring_space_2e+06"
86 0.09479208 "mins" "params_EndSize0d1Carring_space_2e+06"
87 0.0992396 "mins" "params_EndSize0d1Carring_space_2e+06"
88 0.1213747 "mins" "params_EndSize0d1Carring_space_2e+06"
89 0.1112589 "mins" "params_EndSize0d1Carring_space_2e+06"
90 0.09042148 "mins" "params_EndSize0d1Carring_space_2e+06"
91 0.1046923 "mins" "params_EndSize0d1Carring_space_2e+06"
92 0.1394562 "mins" "params_EndSize0d1Carring_space_2e+06"
93 0.128778 "mins" "params_EndSize0d1Carring_space_2e+06"
94 0.09031731 "mins" "params_EndSize0d1Carring_space_2e+06"
95 0.08790356 "mins" "params_EndSize0d1Carring_space_2e+06"
96 0.09081938 "mins" "params_EndSize0d1Carring_space_2e+06"
97 0.08136275 "mins" "params_EndSize0d1Carring_space_2e+06"
98 0.1049988 "mins" "params_EndSize0d1Carring_space_2e+06"
99 0.1417184 "mins" "params_EndSize0d1Carring_space_2e+06"
100 0.1756133 "mins" "params_EndSize0d1Carring_space_2e+06"
1 2.075414 "mins" "params_EndSize10Carring_competition_0d1"
2 2.050728 "mins" "params_EndSize10Carring_competition_0d1"
3 2.08865 "mins" "params_EndSize10Carring_competition_0d1"
4 2.139029 "mins" "params_EndSize10Carring_competition_0d1"
5 2.064894 "mins" "params_EndSize10Carring_competition_0d1"
6 2.106629 "mins" "params_EndSize10Carring_competition_0d1"
7 2.139397 "mins" "params_EndSize10Carring_competition_0d1"
8 1.787229 "mins" "params_EndSize10Carring_competition_0d1"
9 1.726444 "mins" "params_EndSize10Carring_competition_0d1"
10 2.000945 "mins" "params_EndSize10Carring_competition_0d1"
11 2.038198 "mins" "params_EndSize10Carring_competition_0d1"
12 1.90624 "mins" "params_EndSize10Carring_competition_0d1"
13 1.96574 "mins" "params_EndSize10Carring_competition_0d1"
14 1.862433 "mins" "params_EndSize10Carring_competition_0d1"
15 2.080317 "mins" "params_EndSize10Carring_competition_0d1"
16 2.106205 "mins" "params_EndSize10Carring_competition_0d1"
17 2.048834 "mins" "params_EndSize10Carring_competition_0d1"
18 2.239101 "mins" "params_EndSize10Carring_competition_0d1"
19 2.009442 "mins" "params_EndSize10Carring_competition_0d1"
20 2.162775 "mins" "params_EndSize10Carring_competition_0d1"
21 1.956643 "mins" "params_EndSize10Carring_competition_0d1"
22 2.324874 "mins" "params_EndSize10Carring_competition_0d1"
23 1.968807 "mins" "params_EndSize10Carring_competition_0d1"
24 2.015333 "mins" "params_EndSize10Carring_competition_0d1"
25 2.097301 "mins" "params_EndSize10Carring_competition_0d1"
26 2.025174 "mins" "params_EndSize10Carring_competition_0d1"
27 2.073303 "mins" "params_EndSize10Carring_competition_0d1"
28 2.234925 "mins" "params_EndSize10Carring_competition_0d1"
29 2.068712 "mins" "params_EndSize10Carring_competition_0d1"
30 1.991785 "mins" "params_EndSize10Carring_competition_0d1"
31 1.855854 "mins" "params_EndSize10Carring_competition_0d1"
32 2.123366 "mins" "params_EndSize10Carring_competition_0d1"
33 1.713831 "mins" "params_EndSize10Carring_competition_0d1"
34 2.196239 "mins" "params_EndSize10Carring_competition_0d1"
35 1.869767 "mins" "params_EndSize10Carring_competition_0d1"
36 2.061054 "mins" "params_EndSize10Carring_competition_0d1"
37 2.121845 "mins" "params_EndSize10Carring_competition_0d1"
38 2.385109 "mins" "params_EndSize10Carring_competition_0d1"
39 1.9992 "mins" "params_EndSize10Carring_competition_0d1"
40 1.966747 "mins" "params_EndSize10Carring_competition_0d1"
41 2.610613 "mins" "params_EndSize10Carring_competition_0d1"
42 2.06469 "mins" "params_EndSize10Carring_competition_0d1"
43 2.068417 "mins" "params_EndSize10Carring_competition_0d1"
44 2.132009 "mins" "params_EndSize10Carring_competition_0d1"
45 2.130832 "mins" "params_EndSize10Carring_competition_0d1"
46 2.051209 "mins" "params_EndSize10Carring_competition_0d1"
47 2.002441 "mins" "params_EndSize10Carring_competition_0d1"
48 2.184445 "mins" "params_EndSize10Carring_competition_0d1"
49 2.009457 "mins" "params_EndSize10Carring_competition_0d1"
50 2.061558 "mins" "params_EndSize10Carring_competition_0d1"
51 2.161741 "mins" "params_EndSize10Carring_competition_0d1"
52 2.125302 "mins" "params_EndSize10Carring_competition_0d1"
53 2.159879 "mins" "params_EndSize10Carring_competition_0d1"
54 2.092979 "mins" "params_EndSize10Carring_competition_0d1"
55 1.838285 "mins" "params_EndSize10Carring_competition_0d1"
56 2.128592 "mins" "params_EndSize10Carring_competition_0d1"
57 2.15778 "mins" "params_EndSize10Carring_competition_0d1"
58 2.241246 "mins" "params_EndSize10Carring_competition_0d1"
59 2.213632 "mins" "params_EndSize10Carring_competition_0d1"
60 1.9441 "mins" "params_EndSize10Carring_competition_0d1"
61 2.113529 "mins" "params_EndSize10Carring_competition_0d1"
62 2.229836 "mins" "params_EndSize10Carring_competition_0d1"
63 1.795436 "mins" "params_EndSize10Carring_competition_0d1"
64 1.880509 "mins" "params_EndSize10Carring_competition_0d1"
65 2.046362 "mins" "params_EndSize10Carring_competition_0d1"
66 2.03623 "mins" "params_EndSize10Carring_competition_0d1"
67 1.968854 "mins" "params_EndSize10Carring_competition_0d1"
68 1.74765 "mins" "params_EndSize10Carring_competition_0d1"
69 1.873791 "mins" "params_EndSize10Carring_competition_0d1"
70 1.924958 "mins" "params_EndSize10Carring_competition_0d1"
71 2.03267 "mins" "params_EndSize10Carring_competition_0d1"
72 1.757467 "mins" "params_EndSize10Carring_competition_0d1"
73 1.947476 "mins" "params_EndSize10Carring_competition_0d1"
74 1.704747 "mins" "params_EndSize10Carring_competition_0d1"
75 1.993981 "mins" "params_EndSize10Carring_competition_0d1"
76 1.895758 "mins" "params_EndSize10Carring_competition_0d1"
77 1.799869 "mins" "params_EndSize10Carring_competition_0d1"
78 2.036313 "mins" "params_EndSize10Carring_competition_0d1"
