"sim" "time" "unit" "par_set"
73 1.70946 "mins" "params_EndSize10Carring_growth_0d1"
74 1.801283 "mins" "params_EndSize10Carring_growth_0d1"
75 1.719455 "mins" "params_EndSize10Carring_growth_0d1"
76 1.650425 "mins" "params_EndSize10Carring_growth_0d1"
77 1.546215 "mins" "params_EndSize10Carring_growth_0d1"
78 1.620074 "mins" "params_EndSize10Carring_growth_0d1"
79 1.701398 "mins" "params_EndSize10Carring_growth_0d1"
80 1.636245 "mins" "params_EndSize10Carring_growth_0d1"
81 1.835882 "mins" "params_EndSize10Carring_growth_0d1"
82 1.797044 "mins" "params_EndSize10Carring_growth_0d1"
83 1.520592 "mins" "params_EndSize10Carring_growth_0d1"
84 1.61135 "mins" "params_EndSize10Carring_growth_0d1"
85 1.556863 "mins" "params_EndSize10Carring_growth_0d1"
86 1.640106 "mins" "params_EndSize10Carring_growth_0d1"
87 1.574548 "mins" "params_EndSize10Carring_growth_0d1"
88 1.649715 "mins" "params_EndSize10Carring_growth_0d1"
89 1.413897 "mins" "params_EndSize10Carring_growth_0d1"
90 1.654364 "mins" "params_EndSize10Carring_growth_0d1"
91 1.578689 "mins" "params_EndSize10Carring_growth_0d1"
92 1.602448 "mins" "params_EndSize10Carring_growth_0d1"
93 1.673703 "mins" "params_EndSize10Carring_growth_0d1"
94 1.618355 "mins" "params_EndSize10Carring_growth_0d1"
95 1.670295 "mins" "params_EndSize10Carring_growth_0d1"
96 1.695315 "mins" "params_EndSize10Carring_growth_0d1"
97 1.601057 "mins" "params_EndSize10Carring_growth_0d1"
98 1.662946 "mins" "params_EndSize10Carring_growth_0d1"
99 1.705228 "mins" "params_EndSize10Carring_growth_0d1"
100 1.648104 "mins" "params_EndSize10Carring_growth_0d1"
1 1.622046 "mins" "params_EndSize10Carring_growth_0d2"
2 2.016317 "mins" "params_EndSize10Carring_growth_0d2"
3 1.644771 "mins" "params_EndSize10Carring_growth_0d2"
4 1.821617 "mins" "params_EndSize10Carring_growth_0d2"
5 1.68507 "mins" "params_EndSize10Carring_growth_0d2"
6 1.978743 "mins" "params_EndSize10Carring_growth_0d2"
7 1.649026 "mins" "params_EndSize10Carring_growth_0d2"
8 1.673357 "mins" "params_EndSize10Carring_growth_0d2"
9 1.727807 "mins" "params_EndSize10Carring_growth_0d2"
10 1.809123 "mins" "params_EndSize10Carring_growth_0d2"
11 1.722836 "mins" "params_EndSize10Carring_growth_0d2"
12 1.869956 "mins" "params_EndSize10Carring_growth_0d2"
13 1.527779 "mins" "params_EndSize10Carring_growth_0d2"
14 1.729846 "mins" "params_EndSize10Carring_growth_0d2"
15 2.452506 "mins" "params_EndSize10Carring_growth_0d2"
16 1.607785 "mins" "params_EndSize10Carring_growth_0d2"
17 1.728167 "mins" "params_EndSize10Carring_growth_0d2"
18 1.770476 "mins" "params_EndSize10Carring_growth_0d2"
19 1.793956 "mins" "params_EndSize10Carring_growth_0d2"
20 1.710775 "mins" "params_EndSize10Carring_growth_0d2"
21 1.78968 "mins" "params_EndSize10Carring_growth_0d2"
22 1.811639 "mins" "params_EndSize10Carring_growth_0d2"
23 1.769045 "mins" "params_EndSize10Carring_growth_0d2"
24 1.689444 "mins" "params_EndSize10Carring_growth_0d2"
25 2.06222 "mins" "params_EndSize10Carring_growth_0d2"
26 1.768039 "mins" "params_EndSize10Carring_growth_0d2"
27 1.773909 "mins" "params_EndSize10Carring_growth_0d2"
28 1.770947 "mins" "params_EndSize10Carring_growth_0d2"
29 1.672878 "mins" "params_EndSize10Carring_growth_0d2"
30 1.764266 "mins" "params_EndSize10Carring_growth_0d2"
31 1.93786 "mins" "params_EndSize10Carring_growth_0d2"
32 1.868127 "mins" "params_EndSize10Carring_growth_0d2"
33 1.80688 "mins" "params_EndSize10Carring_growth_0d2"
34 1.564691 "mins" "params_EndSize10Carring_growth_0d2"
35 1.731038 "mins" "params_EndSize10Carring_growth_0d2"
36 2.931588 "mins" "params_EndSize10Carring_growth_0d2"
37 1.886336 "mins" "params_EndSize10Carring_growth_0d2"
38 1.693561 "mins" "params_EndSize10Carring_growth_0d2"
39 1.736734 "mins" "params_EndSize10Carring_growth_0d2"
40 1.79447 "mins" "params_EndSize10Carring_growth_0d2"
41 1.825421 "mins" "params_EndSize10Carring_growth_0d2"
42 1.731908 "mins" "params_EndSize10Carring_growth_0d2"
43 1.904615 "mins" "params_EndSize10Carring_growth_0d2"
44 2.447327 "mins" "params_EndSize10Carring_growth_0d2"
45 1.771393 "mins" "params_EndSize10Carring_growth_0d2"
46 1.691749 "mins" "params_EndSize10Carring_growth_0d2"
47 2.316602 "mins" "params_EndSize10Carring_growth_0d2"
48 1.642586 "mins" "params_EndSize10Carring_growth_0d2"
49 1.840985 "mins" "params_EndSize10Carring_growth_0d2"
50 1.712303 "mins" "params_EndSize10Carring_growth_0d2"
51 1.586131 "mins" "params_EndSize10Carring_growth_0d2"
52 2.521263 "mins" "params_EndSize10Carring_growth_0d2"
53 1.756706 "mins" "params_EndSize10Carring_growth_0d2"
54 1.733391 "mins" "params_EndSize10Carring_growth_0d2"
55 1.632079 "mins" "params_EndSize10Carring_growth_0d2"
56 2.012582 "mins" "params_EndSize10Carring_growth_0d2"
57 1.798202 "mins" "params_EndSize10Carring_growth_0d2"
58 1.702511 "mins" "params_EndSize10Carring_growth_0d2"
59 1.691829 "mins" "params_EndSize10Carring_growth_0d2"
60 1.617491 "mins" "params_EndSize10Carring_growth_0d2"
61 1.668023 "mins" "params_EndSize10Carring_growth_0d2"
62 1.787319 "mins" "params_EndSize10Carring_growth_0d2"
63 1.713819 "mins" "params_EndSize10Carring_growth_0d2"
64 2.529695 "mins" "params_EndSize10Carring_growth_0d2"
65 1.763646 "mins" "params_EndSize10Carring_growth_0d2"
66 1.888644 "mins" "params_EndSize10Carring_growth_0d2"
67 1.760302 "mins" "params_EndSize10Carring_growth_0d2"
68 1.637686 "mins" "params_EndSize10Carring_growth_0d2"
69 1.804639 "mins" "params_EndSize10Carring_growth_0d2"
70 1.703829 "mins" "params_EndSize10Carring_growth_0d2"
71 1.72927 "mins" "params_EndSize10Carring_growth_0d2"
72 1.862928 "mins" "params_EndSize10Carring_growth_0d2"
73 2.924505 "mins" "params_EndSize10Carring_growth_0d2"
74 1.667866 "mins" "params_EndSize10Carring_growth_0d2"
75 1.712443 "mins" "params_EndSize10Carring_growth_0d2"
76 2.136649 "mins" "params_EndSize10Carring_growth_0d2"
77 1.968103 "mins" "params_EndSize10Carring_growth_0d2"
78 1.769838 "mins" "params_EndSize10Carring_growth_0d2"
79 1.953577 "mins" "params_EndSize10Carring_growth_0d2"
80 1.80675 "mins" "params_EndSize10Carring_growth_0d2"
81 1.685819 "mins" "params_EndSize10Carring_growth_0d2"
82 1.777346 "mins" "params_EndSize10Carring_growth_0d2"
83 1.720703 "mins" "params_EndSize10Carring_growth_0d2"
84 1.718845 "mins" "params_EndSize10Carring_growth_0d2"
85 1.725843 "mins" "params_EndSize10Carring_growth_0d2"
86 2.551447 "mins" "params_EndSize10Carring_growth_0d2"
87 1.607056 "mins" "params_EndSize10Carring_growth_0d2"
88 1.753257 "mins" "params_EndSize10Carring_growth_0d2"
89 1.589022 "mins" "params_EndSize10Carring_growth_0d2"
90 1.696907 "mins" "params_EndSize10Carring_growth_0d2"
91 1.769392 "mins" "params_EndSize10Carring_growth_0d2"
92 1.770756 "mins" "params_EndSize10Carring_growth_0d2"
93 1.701052 "mins" "params_EndSize10Carring_growth_0d2"
94 1.581427 "mins" "params_EndSize10Carring_growth_0d2"
95 2.20468 "mins" "params_EndSize10Carring_growth_0d2"
96 1.660719 "mins" "params_EndSize10Carring_growth_0d2"
97 1.587297 "mins" "params_EndSize10Carring_growth_0d2"
98 1.574732 "mins" "params_EndSize10Carring_growth_0d2"
99 1.604906 "mins" "params_EndSize10Carring_growth_0d2"
100 1.500729 "mins" "params_EndSize10Carring_growth_0d2"
1 3.030555 "mins" "params_EndSize10Carring_growth_1"
2 2.46266 "mins" "params_EndSize10Carring_growth_1"
3 2.67806 "mins" "params_EndSize10Carring_growth_1"
4 2.363017 "mins" "params_EndSize10Carring_growth_1"
5 2.88693 "mins" "params_EndSize10Carring_growth_1"
6 2.363612 "mins" "params_EndSize10Carring_growth_1"
7 2.977664 "mins" "params_EndSize10Carring_growth_1"
8 2.175032 "mins" "params_EndSize10Carring_growth_1"
9 2.259662 "mins" "params_EndSize10Carring_growth_1"
10 2.590709 "mins" "params_EndSize10Carring_growth_1"
11 2.775835 "mins" "params_EndSize10Carring_growth_1"
12 2.899941 "mins" "params_EndSize10Carring_growth_1"
13 2.499921 "mins" "params_EndSize10Carring_growth_1"
14 2.609102 "mins" "params_EndSize10Carring_growth_1"
15 2.594051 "mins" "params_EndSize10Carring_growth_1"
16 2.114473 "mins" "params_EndSize10Carring_growth_1"
17 2.224721 "mins" "params_EndSize10Carring_growth_1"
18 2.055801 "mins" "params_EndSize10Carring_growth_1"
19 2.396313 "mins" "params_EndSize10Carring_growth_1"
20 2.285621 "mins" "params_EndSize10Carring_growth_1"
21 2.60414 "mins" "params_EndSize10Carring_growth_1"
22 3.037466 "mins" "params_EndSize10Carring_growth_1"
23 2.597473 "mins" "params_EndSize10Carring_growth_1"
24 2.641804 "mins" "params_EndSize10Carring_growth_1"
25 2.457269 "mins" "params_EndSize10Carring_growth_1"
26 2.310352 "mins" "params_EndSize10Carring_growth_1"
27 2.352065 "mins" "params_EndSize10Carring_growth_1"
28 2.449851 "mins" "params_EndSize10Carring_growth_1"
29 2.972825 "mins" "params_EndSize10Carring_growth_1"
30 2.526883 "mins" "params_EndSize10Carring_growth_1"
31 3.124531 "mins" "params_EndSize10Carring_growth_1"
32 3.030032 "mins" "params_EndSize10Carring_growth_1"
33 2.608542 "mins" "params_EndSize10Carring_growth_1"
34 2.997522 "mins" "params_EndSize10Carring_growth_1"
35 2.656777 "mins" "params_EndSize10Carring_growth_1"
36 2.667263 "mins" "params_EndSize10Carring_growth_1"
37 2.265349 "mins" "params_EndSize10Carring_growth_1"
38 2.790938 "mins" "params_EndSize10Carring_growth_1"
39 2.543181 "mins" "params_EndSize10Carring_growth_1"
40 2.65246 "mins" "params_EndSize10Carring_growth_1"
41 2.154216 "mins" "params_EndSize10Carring_growth_1"
42 3.19937 "mins" "params_EndSize10Carring_growth_1"
43 2.29474 "mins" "params_EndSize10Carring_growth_1"
44 3.27931 "mins" "params_EndSize10Carring_growth_1"
45 2.26279 "mins" "params_EndSize10Carring_growth_1"
46 2.533501 "mins" "params_EndSize10Carring_growth_1"
47 2.717444 "mins" "params_EndSize10Carring_growth_1"
48 2.767641 "mins" "params_EndSize10Carring_growth_1"
49 2.717279 "mins" "params_EndSize10Carring_growth_1"
50 2.370864 "mins" "params_EndSize10Carring_growth_1"
51 2.439029 "mins" "params_EndSize10Carring_growth_1"
52 2.31555 "mins" "params_EndSize10Carring_growth_1"
53 3.346739 "mins" "params_EndSize10Carring_growth_1"
54 2.365186 "mins" "params_EndSize10Carring_growth_1"
55 2.469262 "mins" "params_EndSize10Carring_growth_1"
56 2.263858 "mins" "params_EndSize10Carring_growth_1"
57 2.333007 "mins" "params_EndSize10Carring_growth_1"
58 2.504527 "mins" "params_EndSize10Carring_growth_1"
59 2.454854 "mins" "params_EndSize10Carring_growth_1"
60 2.597398 "mins" "params_EndSize10Carring_growth_1"
61 2.080336 "mins" "params_EndSize10Carring_growth_1"
62 2.938694 "mins" "params_EndSize10Carring_growth_1"
63 2.23878 "mins" "params_EndSize10Carring_growth_1"
64 3.07337 "mins" "params_EndSize10Carring_growth_1"
65 2.655519 "mins" "params_EndSize10Carring_growth_1"
66 2.782227 "mins" "params_EndSize10Carring_growth_1"
67 2.707968 "mins" "params_EndSize10Carring_growth_1"
68 2.162148 "mins" "params_EndSize10Carring_growth_1"
69 1.9597 "mins" "params_EndSize10Carring_growth_1"
70 2.103464 "mins" "params_EndSize10Carring_growth_1"
71 2.328635 "mins" "params_EndSize10Carring_growth_1"
72 2.378589 "mins" "params_EndSize10Carring_growth_1"
73 2.368235 "mins" "params_EndSize10Carring_growth_1"
74 2.813428 "mins" "params_EndSize10Carring_growth_1"
75 2.121899 "mins" "params_EndSize10Carring_growth_1"
76 2.881888 "mins" "params_EndSize10Carring_growth_1"
77 2.828089 "mins" "params_EndSize10Carring_growth_1"
78 2.160601 "mins" "params_EndSize10Carring_growth_1"
79 2.285593 "mins" "params_EndSize10Carring_growth_1"
80 2.055145 "mins" "params_EndSize10Carring_growth_1"
81 2.788843 "mins" "params_EndSize10Carring_growth_1"
82 2.670066 "mins" "params_EndSize10Carring_growth_1"
83 2.133118 "mins" "params_EndSize10Carring_growth_1"
84 2.264357 "mins" "params_EndSize10Carring_growth_1"
85 1.941874 "mins" "params_EndSize10Carring_growth_1"
86 2.484635 "mins" "params_EndSize10Carring_growth_1"
87 2.468907 "mins" "params_EndSize10Carring_growth_1"
88 2.171759 "mins" "params_EndSize10Carring_growth_1"
89 2.76377 "mins" "params_EndSize10Carring_growth_1"
90 2.385832 "mins" "params_EndSize10Carring_growth_1"
91 2.127955 "mins" "params_EndSize10Carring_growth_1"
92 2.89382 "mins" "params_EndSize10Carring_growth_1"
93 2.443724 "mins" "params_EndSize10Carring_growth_1"
94 1.954171 "mins" "params_EndSize10Carring_growth_1"
95 2.406222 "mins" "params_EndSize10Carring_growth_1"
96 2.075449 "mins" "params_EndSize10Carring_growth_1"
97 2.767685 "mins" "params_EndSize10Carring_growth_1"
98 2.21428 "mins" "params_EndSize10Carring_growth_1"
99 2.463669 "mins" "params_EndSize10Carring_growth_1"
100 1.929527 "mins" "params_EndSize10Carring_growth_1"
1 1.769763 "mins" "params_EndSize10Carring_passenger"
2 1.740255 "mins" "params_EndSize10Carring_passenger"
3 1.63767 "mins" "params_EndSize10Carring_passenger"
4 1.635455 "mins" "params_EndSize10Carring_passenger"
5 1.733974 "mins" "params_EndSize10Carring_passenger"
6 1.563133 "mins" "params_EndSize10Carring_passenger"
7 1.69614 "mins" "params_EndSize10Carring_passenger"
8 1.664598 "mins" "params_EndSize10Carring_passenger"
9 1.522002 "mins" "params_EndSize10Carring_passenger"
10 1.571121 "mins" "params_EndSize10Carring_passenger"
11 1.72328 "mins" "params_EndSize10Carring_passenger"
12 1.522757 "mins" "params_EndSize10Carring_passenger"
13 1.578908 "mins" "params_EndSize10Carring_passenger"
14 1.687544 "mins" "params_EndSize10Carring_passenger"
15 1.604344 "mins" "params_EndSize10Carring_passenger"
16 1.758353 "mins" "params_EndSize10Carring_passenger"
17 1.632882 "mins" "params_EndSize10Carring_passenger"
18 1.598772 "mins" "params_EndSize10Carring_passenger"
19 1.696449 "mins" "params_EndSize10Carring_passenger"
20 1.743736 "mins" "params_EndSize10Carring_passenger"
21 1.674906 "mins" "params_EndSize10Carring_passenger"
22 1.575659 "mins" "params_EndSize10Carring_passenger"
23 1.664479 "mins" "params_EndSize10Carring_passenger"
24 1.749731 "mins" "params_EndSize10Carring_passenger"
25 1.677565 "mins" "params_EndSize10Carring_passenger"
26 1.80905 "mins" "params_EndSize10Carring_passenger"
27 1.664567 "mins" "params_EndSize10Carring_passenger"
28 1.524385 "mins" "params_EndSize10Carring_passenger"
29 1.631132 "mins" "params_EndSize10Carring_passenger"
30 1.659389 "mins" "params_EndSize10Carring_passenger"
31 1.626557 "mins" "params_EndSize10Carring_passenger"
32 1.600093 "mins" "params_EndSize10Carring_passenger"
33 1.703019 "mins" "params_EndSize10Carring_passenger"
34 1.688092 "mins" "params_EndSize10Carring_passenger"
35 1.636977 "mins" "params_EndSize10Carring_passenger"
36 1.667256 "mins" "params_EndSize10Carring_passenger"
37 1.568535 "mins" "params_EndSize10Carring_passenger"
38 1.616467 "mins" "params_EndSize10Carring_passenger"
39 1.569626 "mins" "params_EndSize10Carring_passenger"
40 1.499718 "mins" "params_EndSize10Carring_passenger"
41 1.515052 "mins" "params_EndSize10Carring_passenger"
42 1.617717 "mins" "params_EndSize10Carring_passenger"
43 1.721299 "mins" "params_EndSize10Carring_passenger"
44 1.55413 "mins" "params_EndSize10Carring_passenger"
45 1.665761 "mins" "params_EndSize10Carring_passenger"
46 1.565198 "mins" "params_EndSize10Carring_passenger"
47 1.517282 "mins" "params_EndSize10Carring_passenger"
48 1.602431 "mins" "params_EndSize10Carring_passenger"
49 1.699187 "mins" "params_EndSize10Carring_passenger"
50 1.654976 "mins" "params_EndSize10Carring_passenger"
51 1.646516 "mins" "params_EndSize10Carring_passenger"
52 1.615983 "mins" "params_EndSize10Carring_passenger"
53 1.589969 "mins" "params_EndSize10Carring_passenger"
54 1.520034 "mins" "params_EndSize10Carring_passenger"
55 1.841368 "mins" "params_EndSize10Carring_passenger"
56 1.581423 "mins" "params_EndSize10Carring_passenger"
57 1.757729 "mins" "params_EndSize10Carring_passenger"
58 1.553725 "mins" "params_EndSize10Carring_passenger"
59 1.629416 "mins" "params_EndSize10Carring_passenger"
60 1.691881 "mins" "params_EndSize10Carring_passenger"
61 1.595675 "mins" "params_EndSize10Carring_passenger"
62 1.612923 "mins" "params_EndSize10Carring_passenger"
63 1.569688 "mins" "params_EndSize10Carring_passenger"
64 1.802954 "mins" "params_EndSize10Carring_passenger"
65 1.644205 "mins" "params_EndSize10Carring_passenger"
66 1.659858 "mins" "params_EndSize10Carring_passenger"
67 1.621307 "mins" "params_EndSize10Carring_passenger"
68 1.647007 "mins" "params_EndSize10Carring_passenger"
69 1.655429 "mins" "params_EndSize10Carring_passenger"
70 1.561256 "mins" "params_EndSize10Carring_passenger"
71 1.548478 "mins" "params_EndSize10Carring_passenger"
72 1.553078 "mins" "params_EndSize10Carring_passenger"
73 1.583905 "mins" "params_EndSize10Carring_passenger"
74 1.707303 "mins" "params_EndSize10Carring_passenger"
75 1.681133 "mins" "params_EndSize10Carring_passenger"
76 1.695372 "mins" "params_EndSize10Carring_passenger"
77 1.603035 "mins" "params_EndSize10Carring_passenger"
78 1.682871 "mins" "params_EndSize10Carring_passenger"
79 1.726109 "mins" "params_EndSize10Carring_passenger"
80 1.647268 "mins" "params_EndSize10Carring_passenger"
81 1.642512 "mins" "params_EndSize10Carring_passenger"
82 1.545205 "mins" "params_EndSize10Carring_passenger"
83 1.662945 "mins" "params_EndSize10Carring_passenger"
84 1.63501 "mins" "params_EndSize10Carring_passenger"
85 1.629776 "mins" "params_EndSize10Carring_passenger"
86 1.658024 "mins" "params_EndSize10Carring_passenger"
87 1.664715 "mins" "params_EndSize10Carring_passenger"
88 1.737001 "mins" "params_EndSize10Carring_passenger"
89 1.718818 "mins" "params_EndSize10Carring_passenger"
90 1.583122 "mins" "params_EndSize10Carring_passenger"
91 1.622031 "mins" "params_EndSize10Carring_passenger"
92 1.724715 "mins" "params_EndSize10Carring_passenger"
93 1.650113 "mins" "params_EndSize10Carring_passenger"
94 1.532507 "mins" "params_EndSize10Carring_passenger"
95 1.717292 "mins" "params_EndSize10Carring_passenger"
96 1.670558 "mins" "params_EndSize10Carring_passenger"
97 1.766324 "mins" "params_EndSize10Carring_passenger"
98 1.623004 "mins" "params_EndSize10Carring_passenger"
99 1.78165 "mins" "params_EndSize10Carring_passenger"
100 1.716421 "mins" "params_EndSize10Carring_passenger"
1 2.877088 "mins" "params_EndSize10Carring_space_1e+06"
2 3.013281 "mins" "params_EndSize10Carring_space_1e+06"
3 2.664415 "mins" "params_EndSize10Carring_space_1e+06"
4 2.70019 "mins" "params_EndSize10Carring_space_1e+06"
5 2.677935 "mins" "params_EndSize10Carring_space_1e+06"
6 2.638233 "mins" "params_EndSize10Carring_space_1e+06"
7 2.963853 "mins" "params_EndSize10Carring_space_1e+06"
8 2.488017 "mins" "params_EndSize10Carring_space_1e+06"
9 2.482399 "mins" "params_EndSize10Carring_space_1e+06"
10 2.907956 "mins" "params_EndSize10Carring_space_1e+06"
11 2.899147 "mins" "params_EndSize10Carring_space_1e+06"
12 3.277516 "mins" "params_EndSize10Carring_space_1e+06"
13 2.812048 "mins" "params_EndSize10Carring_space_1e+06"
14 2.763173 "mins" "params_EndSize10Carring_space_1e+06"
15 3.021882 "mins" "params_EndSize10Carring_space_1e+06"
16 2.723995 "mins" "params_EndSize10Carring_space_1e+06"
17 3.045722 "mins" "params_EndSize10Carring_space_1e+06"
18 2.503469 "mins" "params_EndSize10Carring_space_1e+06"
19 2.888421 "mins" "params_EndSize10Carring_space_1e+06"
20 2.717866 "mins" "params_EndSize10Carring_space_1e+06"
21 3.193905 "mins" "params_EndSize10Carring_space_1e+06"
22 2.737269 "mins" "params_EndSize10Carring_space_1e+06"
23 2.781168 "mins" "params_EndSize10Carring_space_1e+06"
24 2.797825 "mins" "params_EndSize10Carring_space_1e+06"
25 2.773919 "mins" "params_EndSize10Carring_space_1e+06"
26 2.566124 "mins" "params_EndSize10Carring_space_1e+06"
27 2.888286 "mins" "params_EndSize10Carring_space_1e+06"
28 3.05359 "mins" "params_EndSize10Carring_space_1e+06"
29 2.686175 "mins" "params_EndSize10Carring_space_1e+06"
30 2.467762 "mins" "params_EndSize10Carring_space_1e+06"
31 2.790323 "mins" "params_EndSize10Carring_space_1e+06"
32 2.234366 "mins" "params_EndSize10Carring_space_1e+06"
33 2.822037 "mins" "params_EndSize10Carring_space_1e+06"
34 3.03531 "mins" "params_EndSize10Carring_space_1e+06"
35 2.72973 "mins" "params_EndSize10Carring_space_1e+06"
36 2.452012 "mins" "params_EndSize10Carring_space_1e+06"
37 2.394027 "mins" "params_EndSize10Carring_space_1e+06"
38 3.375492 "mins" "params_EndSize10Carring_space_1e+06"
39 2.846977 "mins" "params_EndSize10Carring_space_1e+06"
40 2.439723 "mins" "params_EndSize10Carring_space_1e+06"
41 3.173163 "mins" "params_EndSize10Carring_space_1e+06"
42 2.584235 "mins" "params_EndSize10Carring_space_1e+06"
43 2.988548 "mins" "params_EndSize10Carring_space_1e+06"
44 2.712609 "mins" "params_EndSize10Carring_space_1e+06"
45 3.584057 "mins" "params_EndSize10Carring_space_1e+06"
46 2.739601 "mins" "params_EndSize10Carring_space_1e+06"
47 2.945393 "mins" "params_EndSize10Carring_space_1e+06"
48 2.949778 "mins" "params_EndSize10Carring_space_1e+06"
49 2.92425 "mins" "params_EndSize10Carring_space_1e+06"
50 3.46612 "mins" "params_EndSize10Carring_space_1e+06"
51 3.260988 "mins" "params_EndSize10Carring_space_1e+06"
52 2.486669 "mins" "params_EndSize10Carring_space_1e+06"
53 2.642402 "mins" "params_EndSize10Carring_space_1e+06"
54 3.111305 "mins" "params_EndSize10Carring_space_1e+06"
55 2.591217 "mins" "params_EndSize10Carring_space_1e+06"
56 2.486762 "mins" "params_EndSize10Carring_space_1e+06"
57 2.575387 "mins" "params_EndSize10Carring_space_1e+06"
58 2.646739 "mins" "params_EndSize10Carring_space_1e+06"
59 2.789306 "mins" "params_EndSize10Carring_space_1e+06"
60 2.75915 "mins" "params_EndSize10Carring_space_1e+06"
61 2.744823 "mins" "params_EndSize10Carring_space_1e+06"
62 2.486537 "mins" "params_EndSize10Carring_space_1e+06"
63 2.782808 "mins" "params_EndSize10Carring_space_1e+06"
64 2.644706 "mins" "params_EndSize10Carring_space_1e+06"
65 2.908884 "mins" "params_EndSize10Carring_space_1e+06"
66 2.68785 "mins" "params_EndSize10Carring_space_1e+06"
67 2.778275 "mins" "params_EndSize10Carring_space_1e+06"
68 2.485154 "mins" "params_EndSize10Carring_space_1e+06"
69 2.861928 "mins" "params_EndSize10Carring_space_1e+06"
70 2.46355 "mins" "params_EndSize10Carring_space_1e+06"
71 2.569463 "mins" "params_EndSize10Carring_space_1e+06"
72 2.59723 "mins" "params_EndSize10Carring_space_1e+06"
73 2.381006 "mins" "params_EndSize10Carring_space_1e+06"
74 2.50443 "mins" "params_EndSize10Carring_space_1e+06"
75 2.370919 "mins" "params_EndSize10Carring_space_1e+06"
76 3.0878 "mins" "params_EndSize10Carring_space_1e+06"
77 2.375258 "mins" "params_EndSize10Carring_space_1e+06"
78 2.271373 "mins" "params_EndSize10Carring_space_1e+06"
79 2.418834 "mins" "params_EndSize10Carring_space_1e+06"
80 1.914204 "mins" "params_EndSize10Carring_space_1e+06"
81 2.257356 "mins" "params_EndSize10Carring_space_1e+06"
82 2.142162 "mins" "params_EndSize10Carring_space_1e+06"
83 2.42161 "mins" "params_EndSize10Carring_space_1e+06"
84 2.541664 "mins" "params_EndSize10Carring_space_1e+06"
85 2.748921 "mins" "params_EndSize10Carring_space_1e+06"
86 2.587556 "mins" "params_EndSize10Carring_space_1e+06"
87 2.54894 "mins" "params_EndSize10Carring_space_1e+06"
88 2.798912 "mins" "params_EndSize10Carring_space_1e+06"
89 2.00475 "mins" "params_EndSize10Carring_space_1e+06"
90 2.68527 "mins" "params_EndSize10Carring_space_1e+06"
91 2.647725 "mins" "params_EndSize10Carring_space_1e+06"
92 2.471168 "mins" "params_EndSize10Carring_space_1e+06"
93 2.893387 "mins" "params_EndSize10Carring_space_1e+06"
94 2.640687 "mins" "params_EndSize10Carring_space_1e+06"
95 1.92642 "mins" "params_EndSize10Carring_space_1e+06"
96 2.318461 "mins" "params_EndSize10Carring_space_1e+06"
97 1.68388 "mins" "params_EndSize10Carring_space_1e+06"
98 1.937557 "mins" "params_EndSize10Carring_space_1e+06"
99 2.064271 "mins" "params_EndSize10Carring_space_1e+06"
100 2.222838 "mins" "params_EndSize10Carring_space_1e+06"
1 1.366483 "mins" "params_EndSize10Carring_space_1e+07"
2 1.380164 "mins" "params_EndSize10Carring_space_1e+07"
3 1.473459 "mins" "params_EndSize10Carring_space_1e+07"
4 1.457253 "mins" "params_EndSize10Carring_space_1e+07"
5 1.376281 "mins" "params_EndSize10Carring_space_1e+07"
6 1.479369 "mins" "params_EndSize10Carring_space_1e+07"
7 1.415725 "mins" "params_EndSize10Carring_space_1e+07"
8 1.378222 "mins" "params_EndSize10Carring_space_1e+07"
9 1.276719 "mins" "params_EndSize10Carring_space_1e+07"
10 1.443876 "mins" "params_EndSize10Carring_space_1e+07"
11 1.439684 "mins" "params_EndSize10Carring_space_1e+07"
12 1.527201 "mins" "params_EndSize10Carring_space_1e+07"
13 1.233418 "mins" "params_EndSize10Carring_space_1e+07"
14 1.421527 "mins" "params_EndSize10Carring_space_1e+07"
15 1.436582 "mins" "params_EndSize10Carring_space_1e+07"
16 1.622716 "mins" "params_EndSize10Carring_space_1e+07"
17 1.487734 "mins" "params_EndSize10Carring_space_1e+07"
18 1.334178 "mins" "params_EndSize10Carring_space_1e+07"
19 1.572629 "mins" "params_EndSize10Carring_space_1e+07"
20 1.66026 "mins" "params_EndSize10Carring_space_1e+07"
21 1.499244 "mins" "params_EndSize10Carring_space_1e+07"
22 1.337991 "mins" "params_EndSize10Carring_space_1e+07"
23 1.366418 "mins" "params_EndSize10Carring_space_1e+07"
24 1.282684 "mins" "params_EndSize10Carring_space_1e+07"
25 1.659314 "mins" "params_EndSize10Carring_space_1e+07"
26 1.302118 "mins" "params_EndSize10Carring_space_1e+07"
27 1.456106 "mins" "params_EndSize10Carring_space_1e+07"
28 1.342064 "mins" "params_EndSize10Carring_space_1e+07"
29 1.659883 "mins" "params_EndSize10Carring_space_1e+07"
30 1.352749 "mins" "params_EndSize10Carring_space_1e+07"
31 1.54232 "mins" "params_EndSize10Carring_space_1e+07"
32 1.394302 "mins" "params_EndSize10Carring_space_1e+07"
33 1.353648 "mins" "params_EndSize10Carring_space_1e+07"
34 1.271578 "mins" "params_EndSize10Carring_space_1e+07"
35 1.456946 "mins" "params_EndSize10Carring_space_1e+07"
36 1.748217 "mins" "params_EndSize10Carring_space_1e+07"
37 1.398959 "mins" "params_EndSize10Carring_space_1e+07"
38 1.416747 "mins" "params_EndSize10Carring_space_1e+07"
39 1.356847 "mins" "params_EndSize10Carring_space_1e+07"
